image,image_path,xmin,ymin,xmax,ymax,label,confidence,x_size,y_size
Fire135_frame6757_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire135_frame6757_11.jpg,1580,524,1885,795,0,0.25974467,1920,1080
Fire135_frame6757_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire135_frame6757_11.jpg,1589,595,1881,708,0,0.74105114,1920,1080
Fire172_frame8533_4.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire172_frame8533_4.jpg,1000,84,1877,583,0,0.4796326,1920,1080
Fire189_frame9349_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire189_frame9349_11.jpg,950,383,1367,483,0,0.52569324,1920,1080
Fire235_frame11557_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire235_frame11557_1.jpg,85,439,533,723,0,0.5055817,1920,1080
Fire195_frame9637_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire195_frame9637_1.jpg,77,469,855,649,0,0.46674424,1920,1080
Fire197_frame9733_8.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire197_frame9733_8.jpg,244,645,735,1063,0,0.54260516,1920,1080
Fire152_frame7573_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire152_frame7573_1.jpg,699,297,967,456,0,0.30699357,1920,1080
Fire213_frame10501_4.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire213_frame10501_4.jpg,588,47,1389,541,0,0.5856033,1920,1080
Fire112_frame5653_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire112_frame5653_11.jpg,1423,523,1844,718,0,0.47383222,1920,1080
Fire130_frame6517_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire130_frame6517_1.jpg,844,200,1092,347,0,0.71014065,1920,1080
Fire129_frame6469_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire129_frame6469_11.jpg,1275,392,1552,573,0,0.47831294,1920,1080
Fire292_frame14293_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire292_frame14293_1.jpg,0,24,306,259,0,0.5995538,1920,1080
Fire174_frame8629_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire174_frame8629_11.jpg,1212,501,1621,809,0,0.91087484,1920,1080
Fire229_frame11269_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire229_frame11269_1.jpg,457,191,663,414,0,0.39291534,1920,1080
Fire229_frame11269_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire229_frame11269_1.jpg,340,246,789,351,0,0.8574156,1920,1080
Fire90_frame4597_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire90_frame4597_11.jpg,1429,473,1895,588,0,0.41781417,1920,1080
Fire169_frame8389_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire169_frame8389_11.jpg,1149,345,1390,523,0,0.3848612,1920,1080
Fire155_frame7717_4.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire155_frame7717_4.jpg,1693,94,1899,741,0,0.6026116,1920,1080
Fire175_frame8677_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire175_frame8677_1.jpg,425,350,738,679,0,0.76756406,1920,1080
Fire192_frame9493_4.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire192_frame9493_4.jpg,934,0,1570,478,0,0.8822079,1920,1080
Fire130_frame6517_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire130_frame6517_11.jpg,1307,403,1594,609,0,0.2805277,1920,1080
Fire130_frame6517_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire130_frame6517_11.jpg,1300,455,1593,539,0,0.5441907,1920,1080
Fire277_frame13573_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire277_frame13573_11.jpg,0,538,1535,1006,0,0.45129102,1920,1080
Fire277_frame13573_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire277_frame13573_11.jpg,566,508,963,1041,0,0.79154223,1920,1080
Fire172_frame8533_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire172_frame8533_1.jpg,595,311,904,493,0,0.6231708,1920,1080
Fire273_frame13381_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire273_frame13381_1.jpg,0,26,352,415,0,0.35294378,1920,1080
Fire235_frame11557_4.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire235_frame11557_4.jpg,72,378,1031,738,0,0.33730516,1920,1080
Fire235_frame11557_4.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire235_frame11557_4.jpg,146,150,908,973,0,0.89536566,1920,1080
Fire198_frame9781_4.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire198_frame9781_4.jpg,1357,237,1821,791,0,0.5009023,1920,1080
Fire195_frame9637_4.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire195_frame9637_4.jpg,1032,383,1784,668,0,0.6351481,1920,1080
Fire195_frame9637_4.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire195_frame9637_4.jpg,984,228,1789,855,0,0.7961557,1920,1080
Fire270_frame13237_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire270_frame13237_1.jpg,245,186,526,335,0,0.3942482,1920,1080
Fire213_frame10501_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire213_frame10501_1.jpg,277,291,796,591,0,0.5445585,1920,1080
Fire238_frame11701_4.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire238_frame11701_4.jpg,200,389,646,1059,0,0.73895365,1920,1080
Fire196_frame9685_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire196_frame9685_11.jpg,1367,351,1667,1080,0,0.6184299,1920,1080
Fire180_frame8917_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire180_frame8917_1.jpg,77,585,421,985,0,0.592014,1920,1080
Fire211_frame10405_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire211_frame10405_11.jpg,997,504,1289,640,0,0.9385938,1920,1080
Fire192_frame9493_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire192_frame9493_1.jpg,517,272,825,525,0,0.48165587,1920,1080
Fire175_frame8677_4.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire175_frame8677_4.jpg,1162,100,1914,732,0,0.64829814,1920,1080
Fire248_frame12181_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire248_frame12181_1.jpg,273,170,730,296,0,0.3160059,1920,1080
Fire189_frame9349_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire189_frame9349_1.jpg,514,90,843,326,0,0.39157945,1920,1080
Fire255_frame12517_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire255_frame12517_11.jpg,699,436,1244,749,0,0.36178344,1920,1080
Fire227_frame11173_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire227_frame11173_11.jpg,909,371,1188,506,0,0.54863834,1920,1080
Fire319_frame15589_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire319_frame15589_11.jpg,28,660,357,961,0,0.26163906,1920,1080
Fire319_frame15589_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire319_frame15589_11.jpg,160,489,290,1080,0,0.57212496,1920,1080
Fire133_frame6661_4.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire133_frame6661_4.jpg,1749,341,1920,534,0,0.49814913,1920,1080
Fire209_frame10309_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire209_frame10309_1.jpg,465,97,800,358,0,0.31373906,1920,1080
Fire194_frame9589_4.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire194_frame9589_4.jpg,922,128,1590,622,0,0.4392698,1920,1080
Fire194_frame9589_4.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire194_frame9589_4.jpg,778,0,1716,843,0,0.8946971,1920,1080
Fire354_frame17269_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire354_frame17269_11.jpg,170,468,589,655,0,0.6681734,1920,1080
Fire231_frame11365_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire231_frame11365_1.jpg,237,290,836,482,0,0.5368224,1920,1080
Fire109_frame5509_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire109_frame5509_11.jpg,1307,406,1719,619,0,0.30965155,1920,1080
Fire109_frame5509_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire109_frame5509_11.jpg,1350,462,1687,545,0,0.725396,1920,1080
Fire218_frame10741_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire218_frame10741_1.jpg,0,579,689,957,0,0.34553418,1920,1080
Fire218_frame10741_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire218_frame10741_1.jpg,125,515,414,964,0,0.49471426,1920,1080
Fire191_frame9445_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire191_frame9445_1.jpg,487,236,864,448,0,0.6165384,1920,1080
Fire233_frame11461_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire233_frame11461_11.jpg,870,475,1318,707,0,0.76361215,1920,1080
Fire193_frame9541_8.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire193_frame9541_8.jpg,310,117,1027,769,0,0.8208109,1920,1080
Fire215_frame10597_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire215_frame10597_11.jpg,1047,635,1350,800,0,0.611518,1920,1080
Fire233_frame11461_4.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire233_frame11461_4.jpg,346,0,1168,600,0,0.46024463,1920,1080
Fire112_frame5653_8.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire112_frame5653_8.jpg,1500,220,1920,463,0,0.36327824,1920,1080
Fire112_frame5653_8.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire112_frame5653_8.jpg,1616,77,1775,616,0,0.57687676,1920,1080
Fire249_frame12229_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire249_frame12229_11.jpg,876,442,1101,562,0,0.42938948,1920,1080
Fire333_frame16261_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire333_frame16261_11.jpg,305,327,670,526,0,0.76144564,1920,1080
Fire239_frame11749_4.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire239_frame11749_4.jpg,110,510,654,1074,0,0.31804284,1920,1080
Fire353_frame17221_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire353_frame17221_11.jpg,216,357,566,606,0,0.7041113,1920,1080
Fire192_frame9493_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire192_frame9493_11.jpg,1107,508,1425,669,0,0.8356483,1920,1080
Fire299_frame14629_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire299_frame14629_11.jpg,183,599,637,1056,0,0.9165445,1920,1080
Fire90_frame4597_8.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire90_frame4597_8.jpg,1680,57,1910,359,0,0.5791041,1920,1080
Fire133_frame6661_8.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire133_frame6661_8.jpg,1279,275,1609,623,0,0.62506545,1920,1080
Fire247_frame12133_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire247_frame12133_1.jpg,377,151,728,302,0,0.68991464,1920,1080
Fire247_frame12133_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire247_frame12133_1.jpg,459,130,644,330,0,0.7495612,1920,1080
Fire252_frame12373_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire252_frame12373_11.jpg,808,429,1150,584,0,0.8060246,1920,1080
Fire194_frame9589_8.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire194_frame9589_8.jpg,202,0,876,1080,0,0.76310194,1920,1080
Fire294_frame14389_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire294_frame14389_1.jpg,3,0,67,503,0,0.67273104,1920,1080
Fire128_frame6421_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire128_frame6421_1.jpg,747,157,1112,262,0,0.6544129,1920,1080
Fire193_frame9541_4.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire193_frame9541_4.jpg,867,30,1695,659,0,0.8444956,1920,1080
Fire149_frame7429_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire149_frame7429_1.jpg,716,127,1012,290,0,0.80023396,1920,1080
Fire274_frame13429_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire274_frame13429_1.jpg,27,75,162,362,0,0.34794274,1920,1080
Fire274_frame13429_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire274_frame13429_1.jpg,0,80,278,383,0,0.47074446,1920,1080
Fire228_frame11221_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire228_frame11221_11.jpg,851,403,1235,565,0,0.6419777,1920,1080
Fire153_frame7621_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire153_frame7621_1.jpg,630,312,1012,543,0,0.5155297,1920,1080
Fire233_frame11461_8.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire233_frame11461_8.jpg,0,108,623,638,0,0.6628357,1920,1080
Fire233_frame11461_8.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire233_frame11461_8.jpg,76,0,410,847,0,0.67535037,1920,1080
Fire250_frame12277_8.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire250_frame12277_8.jpg,0,0,349,464,0,0.5070295,1920,1080
Fire254_frame12469_4.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire254_frame12469_4.jpg,0,69,856,432,0,0.30163908,1920,1080
Fire254_frame12469_4.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire254_frame12469_4.jpg,0,0,682,839,0,0.54316616,1920,1080
Fire280_frame13717_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire280_frame13717_11.jpg,49,675,789,1025,0,0.66112214,1920,1080
Fire235_frame11557_8.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire235_frame11557_8.jpg,0,317,206,1015,0,0.797101,1920,1080
Fire237_frame11653_4.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire237_frame11653_4.jpg,76,348,953,1046,0,0.7578525,1920,1080
Fire198_frame9781_8.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire198_frame9781_8.jpg,0,663,869,1057,0,0.70036256,1920,1080
Fire195_frame9637_8.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire195_frame9637_8.jpg,74,293,1034,1080,0,0.49813664,1920,1080
Fire150_frame7477_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire150_frame7477_1.jpg,667,185,1046,385,0,0.83782697,1920,1080
Fire152_frame7573_8.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire152_frame7573_8.jpg,787,0,1502,839,0,0.4493336,1920,1080
Fire168_frame8341_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire168_frame8341_11.jpg,1112,257,1367,457,0,0.45515707,1920,1080
Fire278_frame13621_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire278_frame13621_11.jpg,390,506,970,1045,0,0.90151846,1920,1080
Fire200_frame9877_4.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire200_frame9877_4.jpg,880,290,1876,1053,0,0.63566744,1920,1080
Fire206_frame10165_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire206_frame10165_1.jpg,534,35,827,209,0,0.28805274,1920,1080
Fire288_frame14101_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire288_frame14101_1.jpg,328,130,473,315,0,0.47273365,1920,1080
Fire229_frame11269_8.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire229_frame11269_8.jpg,0,0,748,434,0,0.46563557,1920,1080
Fire175_frame8677_8.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire175_frame8677_8.jpg,486,0,1364,1080,0,0.52364326,1920,1080
Fire254_frame12469_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire254_frame12469_1.jpg,0,144,372,705,0,0.3196599,1920,1080
Fire172_frame8533_8.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire172_frame8533_8.jpg,555,94,1284,728,0,0.8285888,1920,1080
Fire170_frame8437_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire170_frame8437_1.jpg,611,197,943,360,0,0.71071136,1920,1080
Fire148_frame7381_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire148_frame7381_11.jpg,1198,317,1425,511,0,0.2967852,1920,1080
Fire237_frame11653_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire237_frame11653_1.jpg,21,364,321,943,0,0.7170616,1920,1080
Fire213_frame10501_8.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire213_frame10501_8.jpg,0,256,966,593,0,0.37057123,1920,1080
Fire213_frame10501_8.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire213_frame10501_8.jpg,151,123,664,741,0,0.82648176,1920,1080
Fire149_frame7429_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire149_frame7429_11.jpg,1187,354,1506,537,0,0.5639052,1920,1080
Fire267_frame13093_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire267_frame13093_1.jpg,367,143,585,300,0,0.6213987,1920,1080
Fire50_frame2677_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire50_frame2677_11.jpg,1648,475,1874,563,0,0.34587577,1920,1080
Fire155_frame7717_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire155_frame7717_11.jpg,1422,583,1905,733,0,0.7569155,1920,1080
Fire290_frame14197_1.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire290_frame14197_1.jpg,260,72,369,249,0,0.28717828,1920,1080
Fire212_frame10453_11.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire212_frame10453_11.jpg,904,552,1419,653,0,0.91231114,1920,1080
Fire155_frame7717_8.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire155_frame7717_8.jpg,774,68,1709,778,0,0.4898979,1920,1080
Fire192_frame9493_8.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire192_frame9493_8.jpg,210,169,1202,557,0,0.48854038,1920,1080
Fire192_frame9493_8.jpg,/Users/xiao/Documents/EarlyFireDetectionRedo/TrainYourOwnYOLO/Data/Source_Images/TestUE400/image_slices_20_20/Fire192_frame9493_8.jpg,319,0,1040,748,0,0.6213996,1920,1080
